Time [s],Channel 0,Channel 1
6.862755994,0,0
6.862760886,1,0
6.862765994,0,0
6.862766280,0,1
6.862770882,1,1
6.862775992,0,1
6.862780884,1,1
6.862785994,0,1
6.862790884,1,1
6.862795994,0,1
6.862800884,1,1
6.862806352,0,1
6.862807636,0,0
6.862810888,1,0
6.862815996,0,0
6.862816132,0,1
6.862820938,0,0
6.862825518,1,0
6.862830620,0,0
6.862835516,1,0
6.862840620,0,0
6.862845514,1,0
6.862850622,0,0
6.862855514,1,0
6.862860624,0,0
6.862865516,1,0
6.862870624,0,0
6.862875516,1,0
6.862880624,0,0
6.862885516,1,0
6.862890626,0,0
6.862895516,1,0
6.862900626,0,0
6.862905518,1,0
6.862910626,0,0
6.862920150,1,0
6.862925250,0,0
6.862925544,0,1
6.862930144,1,1
6.862935250,0,1
6.862935622,0,0
6.862940146,1,0
6.862945254,0,0
6.862945526,0,1
6.862950142,1,1
6.862955252,0,1
6.862955626,0,0
6.862960146,1,0
6.862965256,0,0
6.862970144,1,0
6.862975254,0,0
6.862980146,1,0
6.862985258,0,0
6.862990146,1,0
6.862995258,0,0
6.863000150,1,0
6.863005258,0,0
6.863014782,1,0
6.863019882,0,0
6.863024778,1,0
6.863029882,0,0
6.863034776,1,0
6.863039884,0,0
6.863040178,0,1
6.863044776,1,1
6.863049882,0,1
6.863050254,0,0
6.863054776,1,0
6.863059884,0,0
6.863064778,1,0
6.863069888,0,0
6.863074778,1,0
6.863079886,0,0
6.863084778,1,0
6.863089888,0,0
6.863094780,1,0
6.863099888,0,0
6.863109412,1,0
6.863114512,0,0
6.863119408,1,0
6.863124514,0,0
6.863129406,1,0
6.863134514,0,0
6.863139408,1,0
6.863144514,0,0
6.863149406,1,0
6.863154516,0,0
6.863159406,1,0
6.863164516,0,0
6.863169406,1,0
6.863174518,0,0
6.863179408,1,0
6.863184518,0,0
6.863189410,1,0
6.863194518,0,0
6.863204042,1,0
6.863209142,0,0
6.863214038,1,0
6.863219144,0,0
6.863224036,1,0
6.863229144,0,0
6.863234036,1,0
6.863239146,0,0
6.863244036,1,0
6.863249146,0,0
6.863254036,1,0
6.863259148,0,0
6.863264038,1,0
6.863269146,0,0
6.863274038,1,0
6.863279148,0,0
6.863284040,1,0
6.863289148,0,0
6.863298672,1,0
6.863303772,0,0
6.863308668,1,0
6.863313774,0,0
6.863318668,1,0
6.863323776,0,0
6.863328668,1,0
6.863333776,0,0
6.863338668,1,0
6.863343776,0,0
6.863348668,1,0
6.863353778,0,0
6.863358668,1,0
6.863363778,0,0
6.863368668,1,0
6.863373784,0,0
6.863378670,1,0
6.863383780,0,0
6.863393366,1,0
6.863398464,0,0
6.863403362,1,0
6.863408466,0,0
6.863413360,1,0
6.863418468,0,0
6.863423362,1,0
6.863428468,0,0
6.863433360,1,0
6.863438468,0,0
6.863443360,1,0
6.863448470,0,0
6.863453362,1,0
6.863458472,0,0
6.863463362,1,0
6.863468472,0,0
6.863473366,1,0
6.863478472,0,0
6.863488004,1,0
6.863493096,0,0
6.863497992,1,0
6.863503098,0,0
6.863507990,1,0
6.863513098,0,0
6.863517990,1,0
6.863523100,0,0
6.863527990,1,0
6.863533100,0,0
6.863537990,1,0
6.863543100,0,0
6.863547990,1,0
6.863553100,0,0
6.863557990,1,0
6.863563102,0,0
6.863567994,1,0
6.863573100,0,0
6.863582620,1,0
6.863587724,0,0
6.863592622,1,0
6.863597728,0,0
6.863602620,1,0
6.863607728,0,0
6.863612620,1,0
6.863617730,0,0
6.863622620,1,0
6.863627730,0,0
6.863632620,1,0
6.863637730,0,0
6.863642622,1,0
6.863647732,0,0
6.863652622,1,0
6.863657732,0,0
6.863662624,1,0
6.863667732,0,0
6.863677250,1,0
6.863682356,0,0
6.863687254,1,0
6.863692358,0,0
6.863697248,1,0
6.863702358,0,0
6.863707250,1,0
6.863712358,0,0
6.863717252,1,0
6.863722360,0,0
6.863727250,1,0
6.863732360,0,0
6.863737252,1,0
6.863742360,0,0
6.863747254,1,0
6.863752362,0,0
6.863757254,1,0
6.863762362,0,0
6.863771888,1,0
6.863776986,0,0
6.863781882,1,0
6.863786988,0,0
6.863791880,1,0
6.863796988,0,0
6.863801880,1,0
6.863806990,0,0
6.863811880,1,0
6.863816990,0,0
6.863821880,1,0
6.863826992,0,0
6.863831882,1,0
6.863836992,0,0
6.863841884,1,0
6.863846994,0,0
6.863851884,1,0
6.863856992,0,0
6.863866204,1,0
6.863871842,1,1
7.364041512,1,0
7.364045440,0,0
7.364049718,0,1
7.364054218,1,1
7.364059334,0,1
7.364064220,1,1
7.364069332,0,1
7.364074220,1,1
7.364079332,0,1
7.364080700,0,0
7.364084220,1,0
7.364089336,0,0
7.364094224,1,0
7.364099334,0,0
7.364104224,1,0
7.364109334,0,0
7.364114224,1,0
7.364119336,0,0
7.364124224,1,0
7.364129336,0,0
7.364134228,1,0
7.364139338,0,0
7.364139490,0,1
7.364144834,0,0
7.364149424,1,0
7.364154522,0,0
7.364159418,1,0
7.364164526,0,0
7.364169422,1,0
7.364174528,0,0
7.364179418,1,0
7.364184528,0,0
7.364189418,1,0
7.364194528,0,0
7.364199418,1,0
7.364204528,0,0
7.364209420,1,0
7.364214530,0,0
7.364219420,1,0
7.364224530,0,0
7.364229420,1,0
7.364234530,0,0
7.364244052,1,0
7.364249154,0,0
7.364249448,0,1
7.364254044,1,1
7.364259154,0,1
7.364259524,0,0
7.364264048,1,0
7.364269156,0,0
7.364269428,0,1
7.364274046,1,1
7.364279156,0,1
7.364279528,0,0
7.364284050,1,0
7.364289158,0,0
7.364294048,1,0
7.364299158,0,0
7.364304048,1,0
7.364309158,0,0
7.364314050,1,0
7.364319160,0,0
7.364324050,1,0
7.364329160,0,0
7.364338684,1,0
7.364343784,0,0
7.364348680,1,0
7.364353786,0,0
7.364358678,1,0
7.364363788,0,0
7.364368678,1,0
7.364373792,0,0
7.364378678,1,0
7.364383788,0,0
7.364388678,1,0
7.364393790,0,0
7.364398678,1,0
7.364403790,0,0
7.364408678,1,0
7.364413790,0,0
7.364418680,1,0
7.364423790,0,0
7.364428642,0,1
7.364433312,1,1
7.364438414,0,1
7.364438784,0,0
7.364443310,1,0
7.364448416,0,0
7.364453306,1,0
7.364458418,0,0
7.364463308,1,0
7.364468418,0,0
7.364468710,0,1
7.364473306,1,1
7.364478418,0,1
7.364483308,1,1
7.364488418,0,1
7.364493308,1,1
7.364498420,0,1
7.364503308,1,1
7.364508778,0,1
7.364510626,0,0
7.364513312,1,0
7.364518420,0,0
7.364518554,0,1
7.364523364,0,0
7.364527942,1,0
7.364533046,0,0
7.364537940,1,0
7.364543046,0,0
7.364547938,1,0
7.364553048,0,0
7.364557938,1,0
7.364563048,0,0
7.364567938,1,0
7.364573050,0,0
7.364577938,1,0
7.364583050,0,0
7.364587938,1,0
7.364593052,0,0
7.364597938,1,0
7.364603052,0,0
7.364607940,1,0
7.364613052,0,0
7.364622576,1,0
7.364627674,0,0
7.364627972,0,1
7.364632568,1,1
7.364637676,0,1
7.364638048,0,0
7.364642570,1,0
7.364647680,0,0
7.364647948,0,1
7.364652570,1,1
7.364657676,0,1
7.364658052,0,0
7.364662570,1,0
7.364667680,0,0
7.364672570,1,0
7.364677682,0,0
7.364682572,1,0
7.364687680,0,0
7.364692572,1,0
7.364697684,0,0
7.364702574,1,0
7.364707682,0,0
7.364717206,1,0
7.364722306,0,0
7.364727200,1,0
7.364732308,0,0
7.364737200,1,0
7.364742308,0,0
7.364742602,0,1
7.364747198,1,1
7.364752308,0,1
7.364752678,0,0
7.364757200,1,0
7.364762310,0,0
7.364767200,1,0
7.364772310,0,0
7.364777200,1,0
7.364782310,0,0
7.364787200,1,0
7.364792312,0,0
7.364797202,1,0
7.364802312,0,0
7.364811840,1,0
7.364816936,0,0
7.364821832,1,0
7.364826938,0,0
7.364831828,1,0
7.364836940,0,0
7.364841830,1,0
7.364846942,0,0
7.364851830,1,0
7.364856942,0,0
7.364857232,0,1
7.364861824,1,1
7.364866940,0,1
7.364871830,1,1
7.364876942,0,1
7.364881830,1,1
7.364887300,0,1
7.364888772,0,0
7.364891834,1,0
7.364896944,0,0
7.364906466,1,0
7.364911568,0,0
7.364916464,1,0
7.364921570,0,0
7.364926460,1,0
7.364931570,0,0
7.364936460,1,0
7.364941572,0,0
7.364946458,1,0
7.364951572,0,0
7.364956464,1,0
7.364961572,0,0
7.364966464,1,0
7.364971574,0,0
7.364976462,1,0
7.364981574,0,0
7.364986462,1,0
7.364991574,0,0
7.365001098,1,0
7.365006194,0,0
7.365011094,1,0
7.365016200,0,0
7.365021090,1,0
7.365026200,0,0
7.365031090,1,0
7.365036202,0,0
7.365041090,1,0
7.365046202,0,0
7.365051090,1,0
7.365056202,0,0
7.365061094,1,0
7.365066204,0,0
7.365071092,1,0
7.365076204,0,0
7.365081092,1,0
7.365086204,0,0
7.365096480,1,0
7.365101578,0,0
7.365106474,1,0
7.365111578,0,0
7.365116472,1,0
7.365121582,0,0
7.365126472,1,0
7.365131578,0,0
7.365136472,1,0
7.365141580,0,0
7.365146472,1,0
7.365151584,0,0
7.365156474,1,0
7.365161580,0,0
7.365166474,1,0
7.365171582,0,0
7.365176476,1,0
7.365181586,0,0
7.365191170,1,0
7.365196270,0,0
7.365201166,1,0
7.365206272,0,0
7.365211164,1,0
7.365216274,0,0
7.365221164,1,0
7.365226274,0,0
7.365231166,1,0
7.365236276,0,0
7.365241166,1,0
7.365246276,0,0
7.365251164,1,0
7.365256278,0,0
7.365261166,1,0
7.365266278,0,0
7.365271166,1,0
7.365276278,0,0
7.365285800,1,0
7.365290900,0,0
7.365295796,1,0
7.365300902,0,0
7.365305792,1,0
7.365310904,0,0
7.365315794,1,0
7.365320904,0,0
7.365325796,1,0
7.365330906,0,0
7.365335792,1,0
7.365340906,0,0
7.365345794,1,0
7.365350906,0,0
7.365355796,1,0
7.365360908,0,0
7.365365798,1,0
7.365370908,0,0
7.365380430,1,0
7.365385532,0,0
7.365390426,1,0
7.365395534,0,0
7.365400426,1,0
7.365405536,0,0
7.365410424,1,0
7.365415536,0,0
7.365420424,1,0
7.365425536,0,0
7.365430426,1,0
7.365435536,0,0
7.365440428,1,0
7.365445538,0,0
7.365450426,1,0
7.365455538,0,0
7.365460428,1,0
7.365465538,0,0
7.365475062,1,0
7.365480162,0,0
7.365485056,1,0
7.365490164,0,0
7.365495056,1,0
7.365500166,0,0
7.365505054,1,0
7.365510166,0,0
7.365515056,1,0
7.365520168,0,0
7.365525056,1,0
7.365530166,0,0
7.365535056,1,0
7.365540168,0,0
7.365545056,1,0
7.365550168,0,0
7.365555058,1,0
7.365560168,0,0
7.365569690,1,0
7.365574792,0,0
7.365579686,1,0
7.365584794,0,0
7.365589684,1,0
7.365594796,0,0
7.365599684,1,0
7.365604796,0,0
7.365609684,1,0
7.365614798,0,0
7.365619684,1,0
7.365624798,0,0
7.365629686,1,0
7.365634798,0,0
7.365639688,1,0
7.365644800,0,0
7.365649684,1,0
7.365654798,0,0
7.365664322,1,0
7.365669424,0,0
7.365674318,1,0
7.365679426,0,0
7.365684316,1,0
7.365689426,0,0
7.365694316,1,0
7.365699428,0,0
7.365704316,1,0
7.365709428,0,0
7.365714316,1,0
7.365719430,0,0
7.365724318,1,0
7.365729430,0,0
7.365734318,1,0
7.365739430,0,0
7.365744318,1,0
7.365749430,0,0
7.365758640,1,0
7.365764278,1,1
7.865944604,1,0
7.865948010,0,0
7.865952192,0,1
7.865956692,1,1
7.865961808,0,1
7.865966694,1,1
7.865971808,0,1
7.865976696,1,1
7.865981808,0,1
7.865984008,0,0
7.865986698,1,0
7.865991810,0,0
7.865996698,1,0
7.866001810,0,0
7.866006700,1,0
7.866011812,0,0
7.866016700,1,0
7.866021812,0,0
7.866026700,1,0
7.866031812,0,0
7.866036702,1,0
7.866041814,0,0
7.866041966,0,1
7.866047312,0,0
7.866051900,1,0
7.866057000,0,0
7.866061894,1,0
7.866067002,0,0
7.866071892,1,0
7.866077002,0,0
7.866081892,1,0
7.866087004,0,0
7.866091892,1,0
7.866097004,0,0
7.866101892,1,0
7.866107004,0,0
7.866111892,1,0
7.866117006,0,0
7.866121894,1,0
7.866127006,0,0
7.866131896,1,0
7.866137006,0,0
7.866141856,0,1
7.866146526,1,1
7.866151628,0,1
7.866152000,0,0
7.866156522,1,0
7.866161634,0,0
7.866166522,1,0
7.866171634,0,0
7.866176524,1,0
7.866181634,0,0
7.866181922,0,1
7.866186520,1,1
7.866191634,0,1
7.866196522,1,1
7.866201634,0,1
7.866206522,1,1
7.866211634,0,1
7.866216520,1,1
7.866221996,0,1
7.866226026,0,0
7.866226526,1,0
7.866231636,0,0
7.866231770,0,1
7.866236582,0,0
7.866241156,1,0
7.866246260,0,0
7.866251154,1,0
7.866256262,0,0
7.866261152,1,0
7.866266266,0,0
7.866271152,1,0
7.866276264,0,0
7.866281150,1,0
7.866286264,0,0
7.866291152,1,0
7.866296266,0,0
7.866301152,1,0
7.866306266,0,0
7.866311152,1,0
7.866316266,0,0
7.866321154,1,0
7.866326266,0,0
7.866335790,1,0
7.866340892,0,0
7.866341182,0,1
7.866345784,1,1
7.866350892,0,1
7.866351262,0,0
7.866355784,1,0
7.866360894,0,0
7.866361162,0,1
7.866365782,1,1
7.866370894,0,1
7.866371266,0,0
7.866375784,1,0
7.866380902,0,0
7.866385784,1,0
7.866390896,0,0
7.866395784,1,0
7.866400898,0,0
7.866405786,1,0
7.866410898,0,0
7.866415788,1,0
7.866421164,0,0
7.866430420,1,0
7.866435520,0,0
7.866440416,1,0
7.866445524,0,0
7.866450414,1,0
7.866455524,0,0
7.866455816,0,1
7.866460410,1,1
7.866465522,0,1
7.866465892,0,0
7.866470412,1,0
7.866475524,0,0
7.866480414,1,0
7.866485526,0,0
7.866490414,1,0
7.866495526,0,0
7.866500414,1,0
7.866505526,0,0
7.866510416,1,0
7.866515526,0,0
7.866525050,1,0
7.866530150,0,0
7.866535046,1,0
7.866540154,0,0
7.866545044,1,0
7.866550154,0,0
7.866555042,1,0
7.866560156,0,0
7.866565044,1,0
7.866570156,0,0
7.866570448,0,1
7.866575042,1,1
7.866580156,0,1
7.866585044,1,1
7.866590156,0,1
7.866595044,1,1
7.866600516,0,1
7.866602756,0,0
7.866605048,1,0
7.866610158,0,0
7.866619680,1,0
7.866624782,0,0
7.866629676,1,0
7.866634782,0,0
7.866639674,1,0
7.866644784,0,0
7.866649674,1,0
7.866654786,0,0
7.866659674,1,0
7.866664790,0,0
7.866669676,1,0
7.866674788,0,0
7.866679676,1,0
7.866684786,0,0
7.866689676,1,0
7.866694788,0,0
7.866699678,1,0
7.866704788,0,0
7.866714310,1,0
7.866719410,0,0
7.866724306,1,0
7.866729414,0,0
7.866734304,1,0
7.866739414,0,0
7.866744304,1,0
7.866749414,0,0
7.866749712,0,1
7.866754302,1,1
7.866759416,0,1
7.866759786,0,0
7.866764304,1,0
7.866769416,0,0
7.866774304,1,0
7.866779416,0,0
7.866784304,1,0
7.866789420,0,0
7.866794306,1,0
7.866799418,0,0
7.866808940,1,0
7.866814042,0,0
7.866818936,1,0
7.866824044,0,0
7.866828936,1,0
7.866834044,0,0
7.866838934,1,0
7.866844046,0,0
7.866848936,1,0
7.866854048,0,0
7.866858936,1,0
7.866864046,0,0
7.866868936,1,0
7.866874048,0,0
7.866878938,1,0
7.866884048,0,0
7.866888946,1,0
7.866894048,0,0
7.866903630,1,0
7.866908734,0,0
7.866913630,1,0
7.866918736,0,0
7.866923626,1,0
7.866928738,0,0
7.866933624,1,0
7.866938738,0,0
7.866943624,1,0
7.866948740,0,0
7.866953626,1,0
7.866958740,0,0
7.866963628,1,0
7.866968740,0,0
7.866973630,1,0
7.866978742,0,0
7.866983632,1,0
7.866988742,0,0
7.866998264,1,0
7.867003366,0,0
7.867008260,1,0
7.867013368,0,0
7.867018256,1,0
7.867023370,0,0
7.867028258,1,0
7.867033370,0,0
7.867038256,1,0
7.867043370,0,0
7.867048258,1,0
7.867053368,0,0
7.867058260,1,0
7.867063372,0,0
7.867068260,1,0
7.867073372,0,0
7.867078260,1,0
7.867083372,0,0
7.867092892,1,0
7.867097994,0,0
7.867102888,1,0
7.867107996,0,0
7.867112888,1,0
7.867117998,0,0
7.867122888,1,0
7.867128000,0,0
7.867132886,1,0
7.867138000,0,0
7.867142888,1,0
7.867148000,0,0
7.867152888,1,0
7.867158002,0,0
7.867162886,1,0
7.867168000,0,0
7.867172892,1,0
7.867178000,0,0
7.867187524,1,0
7.867192626,0,0
7.867197520,1,0
7.867202628,0,0
7.867207520,1,0
7.867212630,0,0
7.867217520,1,0
7.867222632,0,0
7.867227520,1,0
7.867232630,0,0
7.867237520,1,0
7.867242630,0,0
7.867247520,1,0
7.867252632,0,0
7.867257520,1,0
7.867262632,0,0
7.867267522,1,0
7.867272632,0,0
7.867282154,1,0
7.867287256,0,0
7.867292150,1,0
7.867297258,0,0
7.867302150,1,0
7.867307260,0,0
7.867312148,1,0
7.867317260,0,0
7.867322148,1,0
7.867327260,0,0
7.867332150,1,0
7.867337262,0,0
7.867342150,1,0
7.867347262,0,0
7.867352150,1,0
7.867357262,0,0
7.867362152,1,0
7.867367262,0,0
7.867376786,1,0
7.867381886,0,0
7.867386782,1,0
7.867391890,0,0
7.867396780,1,0
7.867401890,0,0
7.867406780,1,0
7.867411890,0,0
7.867416780,1,0
7.867421892,0,0
7.867426780,1,0
7.867431892,0,0
7.867436780,1,0
7.867441892,0,0
7.867446782,1,0
7.867451894,0,0
7.867456784,1,0
7.867461892,0,0
7.867471414,1,0
7.867476518,0,0
7.867481412,1,0
7.867486518,0,0
7.867491410,1,0
7.867496520,0,0
7.867501410,1,0
7.867506520,0,0
7.867511410,1,0
7.867516522,0,0
7.867521410,1,0
7.867526522,0,0
7.867531410,1,0
7.867536524,0,0
7.867541412,1,0
7.867546524,0,0
7.867551412,1,0
7.867556524,0,0
7.867566042,1,0
7.867571148,0,0
7.867576042,1,0
7.867581150,0,0
7.867586036,1,0
7.867591150,0,0
7.867596038,1,0
7.867601152,0,0
7.867606040,1,0
7.867611152,0,0
7.867616040,1,0
7.867621152,0,0
7.867626040,1,0
7.867631152,0,0
7.867636040,1,0
7.867641154,0,0
7.867646042,1,0
7.867651154,0,0
7.867660364,1,0
7.867666002,1,1
8.367840752,1,0
8.367845526,0,0
8.367848834,0,1
8.367853334,1,1
8.367858448,0,1
8.367863336,1,1
8.367868448,0,1
8.367873340,1,1
8.367878450,0,1
8.367879842,0,0
8.367883342,1,0
8.367888452,0,0
8.367893340,1,0
8.367898452,0,0
8.367903344,1,0
8.367908452,0,0
8.367913342,1,0
8.367918452,0,0
8.367923344,1,0
8.367928454,0,0
8.367933344,1,0
8.367938454,0,0
8.367938608,0,1
8.367943952,0,0
8.367948540,1,0
8.367953638,0,0
8.367958536,1,0
8.367963644,0,0
8.367968534,1,0
8.367973644,0,0
8.367978534,1,0
8.367983644,0,0
8.367988534,1,0
8.367993644,0,0
8.367998532,1,0
8.368003644,0,0
8.368008534,1,0
8.368013650,0,0
8.368018534,1,0
8.368023646,0,0
8.368028536,1,0
8.368033646,0,0
8.368043168,1,0
8.368048272,0,0
8.368048562,0,1
8.368053162,1,1
8.368058270,0,1
8.368058642,0,0
8.368063164,1,0
8.368068278,0,0
8.368068542,0,1
8.368073162,1,1
8.368078272,0,1
8.368078648,0,0
8.368083164,1,0
8.368088276,0,0
8.368093164,1,0
8.368098274,0,0
8.368103166,1,0
8.368108276,0,0
8.368113166,1,0
8.368118276,0,0
8.368123166,1,0
8.368128280,0,0
8.368137798,1,0
8.368142900,0,0
8.368147794,1,0
8.368152904,0,0
8.368157794,1,0
8.368162904,0,0
8.368163194,0,1
8.368167792,1,1
8.368172902,0,1
8.368173274,0,0
8.368177794,1,0
8.368182906,0,0
8.368187794,1,0
8.368192906,0,0
8.368197794,1,0
8.368202906,0,0
8.368207794,1,0
8.368212908,0,0
8.368217796,1,0
8.368222906,0,0
8.368232430,1,0
8.368237532,0,0
8.368242426,1,0
8.368247534,0,0
8.368252424,1,0
8.368257536,0,0
8.368262422,1,0
8.368267536,0,0
8.368272424,1,0
8.368277536,0,0
8.368277824,0,1
8.368282422,1,1
8.368287534,0,1
8.368292424,1,1
8.368297534,0,1
8.368302424,1,1
8.368307894,0,1
8.368309106,0,0
8.368312426,1,0
8.368317536,0,0
8.368327060,1,0
8.368332160,0,0
8.368337060,1,0
8.368342162,0,0
8.368347058,1,0
8.368352164,0,0
8.368357056,1,0
8.368362162,0,0
8.368367058,1,0
8.368372166,0,0
8.368377056,1,0
8.368382166,0,0
8.368387056,1,0
8.368392166,0,0
8.368397060,1,0
8.368402168,0,0
8.368407058,1,0
8.368412168,0,0
8.368421690,1,0
8.368426790,0,0
8.368431686,1,0
8.368436794,0,0
8.368441684,1,0
8.368446794,0,0
8.368451684,1,0
8.368456796,0,0
8.368457090,0,1
8.368461684,1,1
8.368466794,0,1
8.368467164,0,0
8.368471684,1,0
8.368476796,0,0
8.368481688,1,0
8.368486796,0,0
8.368491686,1,0
8.368496798,0,0
8.368501688,1,0
8.368506798,0,0
8.368516320,1,0
8.368521422,0,0
8.368526316,1,0
8.368531424,0,0
8.368536316,1,0
8.368541424,0,0
8.368546316,1,0
8.368551426,0,0
8.368556316,1,0
8.368561426,0,0
8.368566316,1,0
8.368571428,0,0
8.368576316,1,0
8.368581428,0,0
8.368586318,1,0
8.368591428,0,0
8.368596318,1,0
8.368601428,0,0
8.368610956,1,0
8.368616052,0,0
8.368616346,0,1
8.368620944,1,1
8.368626052,0,1
8.368630946,1,1
8.368636052,0,1
8.368640944,1,1
8.368646052,0,1
8.368647482,0,0
8.368650946,1,0
8.368656056,0,0
8.368660946,1,0
8.368666056,0,0
8.368670950,1,0
8.368676058,0,0
8.368680948,1,0
8.368686058,0,0
8.368690948,1,0
8.368696058,0,0
8.368705648,1,0
8.368710744,0,0
8.368715642,1,0
8.368720746,0,0
8.368725640,1,0
8.368730748,0,0
8.368731042,0,1
8.368735640,1,1
8.368740748,0,1
8.368741118,0,0
8.368745640,1,0
8.368750750,0,0
8.368755642,1,0
8.368760750,0,0
8.368765642,1,0
8.368770750,0,0
8.368775640,1,0
8.368780752,0,0
8.368785640,1,0
8.368790752,0,0
8.368800276,1,0
8.368805376,0,0
8.368810272,1,0
8.368815378,0,0
8.368820272,1,0
8.368825380,0,0
8.368830270,1,0
8.368835380,0,0
8.368840268,1,0
8.368845380,0,0
8.368850270,1,0
8.368855382,0,0
8.368860268,1,0
8.368865382,0,0
8.368870274,1,0
8.368875382,0,0
8.368880272,1,0
8.368885382,0,0
8.368894900,1,0
8.368900006,0,0
8.368904900,1,0
8.368910010,0,0
8.368914900,1,0
8.368920010,0,0
8.368924900,1,0
8.368930010,0,0
8.368934900,1,0
8.368940012,0,0
8.368944900,1,0
8.368950012,0,0
8.368954900,1,0
8.368960012,0,0
8.368964902,1,0
8.368970014,0,0
8.368974900,1,0
8.368980012,0,0
8.368989536,1,0
8.368994638,0,0
8.368999530,1,0
8.369004638,0,0
8.369009528,1,0
8.369014640,0,0
8.369019528,1,0
8.369024642,0,0
8.369029530,1,0
8.369034642,0,0
8.369039530,1,0
8.369044644,0,0
8.369049530,1,0
8.369054644,0,0
8.369059528,1,0
8.369064642,0,0
8.369069532,1,0
8.369074644,0,0
8.369084166,1,0
8.369089268,0,0
8.369094162,1,0
8.369099270,0,0
8.369104160,1,0
8.369109270,0,0
8.369114160,1,0
8.369119274,0,0
8.369124160,1,0
8.369129274,0,0
8.369134162,1,0
8.369139272,0,0
8.369144160,1,0
8.369149274,0,0
8.369154160,1,0
8.369159276,0,0
8.369164162,1,0
8.369169272,0,0
8.369178798,1,0
8.369183896,0,0
8.369188792,1,0
8.369193900,0,0
8.369198792,1,0
8.369203900,0,0
8.369208792,1,0
8.369213902,0,0
8.369218792,1,0
8.369223902,0,0
8.369228792,1,0
8.369233902,0,0
8.369238792,1,0
8.369243904,0,0
8.369248792,1,0
8.369253904,0,0
8.369258794,1,0
8.369263904,0,0
8.369273424,1,0
8.369278528,0,0
8.369283422,1,0
8.369288530,0,0
8.369293420,1,0
8.369298532,0,0
8.369303420,1,0
8.369308532,0,0
8.369313422,1,0
8.369318532,0,0
8.369323420,1,0
8.369328534,0,0
8.369333420,1,0
8.369338536,0,0
8.369343422,1,0
8.369348534,0,0
8.369353424,1,0
8.369358534,0,0
8.369368056,1,0
8.369373158,0,0
8.369378052,1,0
8.369383160,0,0
8.369388050,1,0
8.369393162,0,0
8.369398050,1,0
8.369403162,0,0
8.369408050,1,0
8.369413162,0,0
8.369418052,1,0
8.369423162,0,0
8.369428052,1,0
8.369433164,0,0
8.369438054,1,0
8.369443164,0,0
8.369448058,1,0
8.369453164,0,0
8.369462686,1,0
8.369467788,0,0
8.369472682,1,0
8.369477790,0,0
8.369482680,1,0
8.369487790,0,0
8.369492680,1,0
8.369497790,0,0
8.369502680,1,0
8.369507792,0,0
8.369512680,1,0
8.369517792,0,0
8.369522680,1,0
8.369527792,0,0
8.369532682,1,0
8.369537794,0,0
8.369542684,1,0
8.369547794,0,0
8.369557006,1,0
8.369562640,1,1
8.869737698,1,0
8.869741378,0,0
8.869745524,0,1
8.869750024,1,1
8.869755140,0,1
8.869760028,1,1
8.869765138,0,1
8.869770030,1,1
8.869775138,0,1
8.869776906,0,0
8.869780032,1,0
8.869785140,0,0
8.869790032,1,0
8.869795142,0,0
8.869800032,1,0
8.869805142,0,0
8.869810034,1,0
8.869815144,0,0
8.869820034,1,0
8.869825144,0,0
8.869830034,1,0
8.869835144,0,0
8.869835298,0,1
8.869840640,0,0
8.869845230,1,0
8.869850330,0,0
8.869855226,1,0
8.869860332,0,0
8.869865224,1,0
8.869870338,0,0
8.869875224,1,0
8.869880332,0,0
8.869885224,1,0
8.869890336,0,0
8.869895226,1,0
8.869900338,0,0
8.869905224,1,0
8.869910336,0,0
8.869915224,1,0
8.869920336,0,0
8.869925226,1,0
8.869930336,0,0
8.869939860,1,0
8.869944960,0,0
8.869949856,1,0
8.869954962,0,0
8.869959854,1,0
8.869964966,0,0
8.869969854,1,0
8.869974964,0,0
8.869979854,1,0
8.869984966,0,0
8.869985258,0,1
8.869989854,1,1
8.869994964,0,1
8.869999852,1,1
8.870004964,0,1
8.870009854,1,1
8.870015322,0,1
8.870015980,0,0
8.870019856,1,0
8.870024968,0,0
8.870034490,1,0
8.870039590,0,0
8.870044486,1,0
8.870049592,0,0
8.870054484,1,0
8.870059596,0,0
8.870064484,1,0
8.870069594,0,0
8.870074484,1,0
8.870079594,0,0
8.870084486,1,0
8.870089596,0,0
8.870094486,1,0
8.870099596,0,0
8.870104484,1,0
8.870109596,0,0
8.870114488,1,0
8.870119596,0,0
8.870129116,1,0
8.870134222,0,0
8.870139114,1,0
8.870144222,0,0
8.870149114,1,0
8.870154224,0,0
8.870159110,1,0
8.870164226,0,0
8.870164514,0,1
8.870169112,1,1
8.870174224,0,1
8.870174592,0,0
8.870179116,1,0
8.870184226,0,0
8.870189118,1,0
8.870194228,0,0
8.870199116,1,0
8.870204226,0,0
8.870209118,1,0
8.870214228,0,0
8.870223752,1,0
8.870228852,0,0
8.870233748,1,0
8.870238852,0,0
8.870243746,1,0
8.870248854,0,0
8.870253746,1,0
8.870258854,0,0
8.870263746,1,0
8.870268856,0,0
8.870273748,1,0
8.870278856,0,0
8.870283748,1,0
8.870288856,0,0
8.870293748,1,0
8.870298858,0,0
8.870303750,1,0
8.870308856,0,0
8.870318382,1,0
8.870323482,0,0
8.870323776,0,1
8.870328374,1,1
8.870333480,0,1
8.870338374,1,1
8.870343482,0,1
8.870348374,1,1
8.870353484,0,1
8.870354630,0,0
8.870358376,1,0
8.870363486,0,0
8.870368376,1,0
